Código de Modalidad;Código de Concepto;Año;Valor Trimestre I;Valor Trimestre II;Valor Trimestre III;Valor Trimestre IV;Periodo;Codigo Caja de Compensacion;Caja de Compensacion;Fecha Creacion
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS DE ADMINISTRACIÓN ;2017;375000;375000;375000;375000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.660
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;ADECUACIONES E INSTALACIONES (HACE REFERENCIA A LAS REPARACIONES LOCATIVAS, INSTALACIONES ELÉCTRICAS Y ARREGLOS ORNAMENTALES) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.660
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;GASTOS DE VIAJE (REGÍSTRESE LOS GASTOS POR CONCEPTO DE VIÁTICOS (PASAJES, ALOJAMIENTO Y MANUTENCIÓN)- GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.663
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;DIVERSOS (GASTOS POR CONCEPTO DE ELEMENTOS DE ASEO, DE CAFETERÍA Y PAPELERÍA PARA LLEVAR A CABO LA ADMINISTRACIÓN DEL SERVICIO). – GASTOS DE ADMINISTRACIÓN ;2017;1491273;1540350;1515812;1515812;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.663
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;DEPRECIACIÓN (AQUELLOS EQUIVALENTES A BIENES MUEBLES E INMUEBLE, EMPLEADOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.667
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;AMORTIZACIÓN (CORRESPONDE A LA AMORTIZACIÓN POR EL GASTO INICIAL EN QUE SE HA INCURRIDO PARA EL RESPECTIVO PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.667
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;ARRENDAMIENTO (GASTO DE ARRENDAMIENTO POR BIENES MUEBLES E INMUEBLES PARA EL DESARROLLO DEL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.670
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;GASTOS BANCARIOS (CORRESPONDE A LOS GASTOS FINANCIEROS GENERADOS POR LA ADMINISTRACIÓN DE LOS RECURSOS DEL PROGRAMA)– GASTOS DE ADMINISTRACIÓN ;2017;1358045;1068242;1328531;745183;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.670
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;PERSONAL OPERATIVO – GASTOS OPERATIVOS ;2017;36229397;36229397;36229397;36229397;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.670
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) – GASTOS OPERATIVOS ;2017;1353594;1920958;2943266;5555246;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.673
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS OPERATIVOS ;2017;22951930;26198105;24940046;22729227;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.673
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS OPERATIVOS ;2017;3572813;0;0;182187;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.677
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;MATERIAL EDUCATIVO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.677
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;ALIMENTACIÓN – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.680
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;ARRENDAMIENTO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.680
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.680
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;ELEMENTOS DE ASEO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.683
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;VALOR CAPACITACIÓN AGENTES EDUCATIVOS (CUALIFICACIÓN) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.687
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;SALDO FINAL DEL FONDO – PERÍODO REPORTADO (INCLUIR LOS GASTOS DE VIAJE QUE SE RELACIONEN EN EL CÓDIGO 32 Y LOS GASTOS DE VACUNACIÓN QUE SE RELACIONEN EN EL CÓDIGO 33) ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;13;COMFACA Comfamiliar Caqueta;2017-09-11 07:56:02.687
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;SALDO INICIAL DEL FONDO – PERÍODO REPORTADO ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;APROPIACIÓN OBLIGATORIA ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;APROPIACIÓN VOLUNTARIA ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;RENDIMIENTOS FINANCIEROS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;OTROS INGRESOS: RECUPERACIONES DE INCAPACIDAD Y DESCUENTOS COMERCIALES ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;ELEMENTOS DE ASEO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;VALOR CAPACITACIÓN AGENTES EDUCATIVOS (CUALIFICACIÓN) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;SALDO FINAL DEL FONDO – PERÍODO REPORTADO (INCLUIR LOS GASTOS DE VIAJE QUE SE RELACIONEN EN EL CÓDIGO 32 Y LOS GASTOS DE VACUNACIÓN QUE SE RELACIONEN EN EL CÓDIGO 33) ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;MATERIAL EDUCATIVO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;ALIMENTACIÓN – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;ARRENDAMIENTO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;DIVERSOS (GASTOS POR CONCEPTO DE ELEMENTOS DE ASEO, DE CAFETERÍA Y PAPELERÍA PARA LLEVAR A CABO LA ADMINISTRACIÓN DEL SERVICIO). – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;DEPRECIACIÓN (AQUELLOS EQUIVALENTES A BIENES MUEBLES E INMUEBLE, EMPLEADOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;AMORTIZACIÓN (CORRESPONDE A LA AMORTIZACIÓN POR EL GASTO INICIAL EN QUE SE HA INCURRIDO PARA EL RESPECTIVO PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;ARRENDAMIENTO (GASTO DE ARRENDAMIENTO POR BIENES MUEBLES E INMUEBLES PARA EL DESARROLLO DEL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;GASTOS BANCARIOS (CORRESPONDE A LOS GASTOS FINANCIEROS GENERADOS POR LA ADMINISTRACIÓN DE LOS RECURSOS DEL PROGRAMA)– GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;PERSONAL OPERATIVO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;IMPUESTOS (LOS GRAVÁMENES EN QUE SE INCURREN CORRESPONDIENTES AL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;ADECUACIONES E INSTALACIONES (HACE REFERENCIA A LAS REPARACIONES LOCATIVAS, INSTALACIONES ELÉCTRICAS Y ARREGLOS ORNAMENTALES) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;GASTOS DE VIAJE (REGÍSTRESE LOS GASTOS POR CONCEPTO DE VIÁTICOS (PASAJES, ALOJAMIENTO Y MANUTENCIÓN)- GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;APROPIACIÓN VOLUNTARIA ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;RENDIMIENTOS FINANCIEROS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;OTROS INGRESOS: RECUPERACIONES DE INCAPACIDAD Y DESCUENTOS COMERCIALES ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;PERSONAL ADMINISTRATIVO (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;ELEMENTOS DE ASEO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;VALOR CAPACITACIÓN AGENTES EDUCATIVOS (CUALIFICACIÓN) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;SALDO FINAL DEL FONDO – PERÍODO REPORTADO (INCLUIR LOS GASTOS DE VIAJE QUE SE RELACIONEN EN EL CÓDIGO 32 Y LOS GASTOS DE VACUNACIÓN QUE SE RELACIONEN EN EL CÓDIGO 33) ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;SALDO INICIAL DEL FONDO – PERÍODO REPORTADO ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES RURALES;APROPIACIÓN OBLIGATORIA ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;MATERIAL EDUCATIVO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;ALIMENTACIÓN – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;ARRENDAMIENTO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;DEPRECIACIÓN (AQUELLOS EQUIVALENTES A BIENES MUEBLES E INMUEBLE, EMPLEADOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;AMORTIZACIÓN (CORRESPONDE A LA AMORTIZACIÓN POR EL GASTO INICIAL EN QUE SE HA INCURRIDO PARA EL RESPECTIVO PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;ARRENDAMIENTO (GASTO DE ARRENDAMIENTO POR BIENES MUEBLES E INMUEBLES PARA EL DESARROLLO DEL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;GASTOS BANCARIOS (CORRESPONDE A LOS GASTOS FINANCIEROS GENERADOS POR LA ADMINISTRACIÓN DE LOS RECURSOS DEL PROGRAMA)– GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;PERSONAL OPERATIVO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
PROPIA  - COMUNIDADES ÉTNICAS;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;35;COMFAMILIAR Nariño;2017-10-03 07:10:56.493
